text,label
nhan vien noi truyen kho nghe .,0
nó có vị ngon hơn hàn_quốc hoặc mcdonald . mặc quần_áo là tất_cả mayonnaise và sốt cà_chua .,0
"burger tạm ổn nhưng cơm bò , cơm trứng thì dở tệ , ngọt ngọt như ăn chè xôi ấy hic",2
phải đi lên tầng 2 để tìm một chỗ ngồi . chúng_tôi chỉ ở lại chỗ ngồi vỉa_hè vì tôi không thích đi lên cầu_thang,2
mới đi test món mới thấy không đặc_sắc quán về chất_lượng đồ_ăn thì ok nhưng thái_độ phục_vụ thì chắc do thiếu nhân_lực nên hơi loạn dù có 2 máy order nhưng vẫn xếp_hàng rất dài ngoài_ra thì view đẹp nhưng không_gian ăn bị 1 cô ăn_xin làm rối nhiều vì xin đồ_ăn mc nên có an_ninh tốt hơn,2
"không ai , nó không_thể so_sánh với mcdonald ở châu_âu",0
mcdonalds hồ gươm,1
"mcdonald , vị_trí thuận_tiện thông_thường",2
thích,1
"không được phục_vụ món ăn_theo yêu_cầu rất nhiều lần , cảm_giác rất khó_chịu",0
macharatte john hương_vị,1
tôi thích đồ_ăn nhẹ đơn_giản,2
tôi không biết cách đặt_hàng như một bảng điều_khiển cảm_ứng . họ sẽ không chấp_nhận nó ở quầy nên tôi không_thể đi_nữa .,2
"tôi đã đặt_hàng giao hàng , nhưng cola bị thiếu",0
"một trong số_ít mcdonalds ở việt_nam . và cậu bé thật tuyệt khi có được một_số đồ_ăn nhanh cũ đơn_giản . không có gì đặc_biệt , nhưng cũng không quá tệ .",1
dịch_vụ ok .,1
"đông vào cuối tuần , nhân_viên tư_vấn vị cay cho cả trẻ_em , đồ_ăn cay và mặn , order lâu , máy hay lỗi",0
"hamburger ngon , khoai_tây chiên không được giòn như mcdonalds mình từng ăn bên châu_âu , giá_cả khá đắt so với thu_nhập trung_bình người việt , quán nằm tại địa_điểm vàng của thủ_đô hà_nội , làm một nơi lí_tưởng cho giới trẻ check in .",2
"địa_điểm khá tốt , chỗ để xe rộng , món ăn_uống khá ok",2
pos không hoạt_động mọi lúc khi tôi cố_gắng đặt_hàng từ máy tự_phục_vụ .,2
"không hiểu sao , không ngon như bên nga hay bên singapore",2
không_gian rộng_rãi thương_hiệu nổi_tiếng . chỗ này thuận_tiện hẹn_hò bạn_bè cà_phê làm_việc đối_tác . đặc_biệt tuỳ quán đông nhưng không quá hồn ao như chỗ khác .,1
hà_nội duy_nhất của mcdonald . hàng dài,2
mcdonalds duy_nhất chúng_ta có_thể tìm thấy :khuôn mặt với những giọt nước mắt của niềm vui:,1
được rồi,1
"đó là mac làm . dịch_vụ là tuyệt_vời . chúng nhanh và hiệu_quả . tôi không tìm thấy nữa . sau đó , đó là mac làm . không có gì đặc_biệt để nói .",2
kinh_khủng . đừng đi .,0
"mcdonald ở hà_nội , việt_nam . nó có vị gần như giống như mcdonald ở nhật_bản , nhưng có một kiểu gạo phổ_biến đối_với mcdonald ở đông nam á . gà là giòn và đủ ngon_ngọt . gạo là một_chút của một_chút một_chút của một_chút một_chút của một_chút một_chút của một_chút một_chút của một_chút khoai_tây chiên , cốm gà và bánh_mì kẹp thịt có_thể nóng trong hương_vị thông_thường của chúng . có chỗ ngồi trên tầng hai , vì_vậy nếu bạn may_mắn , bạn có_thể tìm thấy chúng . hơn_nữa , vì việc đặt_hàng được thực_hiện thông_qua một bảng điều_khiển điện_tử , sẽ khá khó_khăn nếu bạn không_thể quen với nó .",2
đông quá và đồ_ăn cũng bình_thường .,2
ngắm vui thôi,0
không_gian hẹp,2
"lần đầu_tiên đặt qua grab ở cửa_hàng này , thất_vọng tràn_trề . giao thiếu hẳn 2 hambuger và 2 nước_ngọt . liên_hệ lại quán bảo đợi 1 chút mà đợi đúng 1 tiếng rưỡi , đợi hết cả giờ ăn trưa . lúc gọi khiếu_nại thì không gọi được luôn . đúng lúc đó có 1 anh grab khác mang đồ thiếu tới gọi cho mình thì giao nhầm địa_chỉ . nhà 4a thì nhân_viên bên cửa_hàng đặt grab là nhà 44 , mình nhận đồ_ăn còn combo nghe cả anh grab càu_nhàu đến cửa_hàng phải đợi 20p rồi lại còn đặt sai địa_chỉ . mà trên phố đi đường 1 chiều chứ , quay lại đâu phải dễ . mình thì nhận đồ_ăn cũng không còn thời_gian ăn , chỉ muốn ném vào mặt nhân_viên bên đó cho nó bớt ngáo . ức_chế không tả nổi .",0
ngon bổ rẻ . 2424 phục_vụ tốt,1
nơi này là tốt . mở_cửa 24 giờ . nhà_vệ_sinh đã rất sạch_sẽ . dịch_vụ đã chậm .,2
sach se thoang mat,0
không bao_giờ bước vào mac donald kể từ 30 năm ... nên là một sai_lầm của google ....,0
"lúc ăn dư mang về , nhân_viên không cho tương mang về mà bán 2k 2 bịch tương , xin hủ đựng mayonnaise thì bảo là hủ hạn_chế , lấy thì bán 5k một hủ , vcl kinh_doanh dữ vậy lun , nhà_hàng phục_vụ ăn_uống đấy ạ , thêm mụ quản_lí nữa , 5k một hủ á chị vậy chẳng khác_nào đi ăn cơm tấm , xin thêm bịch nước_mắm bán 5k một bịch , ở vn không có quán cơm tấm nào như_vậy hết",0
nó là ok,2
không_gian hẹp,2
100 ngôi_sao,1
phục_vụ tốt,2
ai có_thể tìm thấy sự khác_biệt ..,0
như thường_lệ,1
"trung_bình , thịt trên burger có vị lạ , không phải ở các nước châu_á khác .",2
địa_điểm hút khách nước_ngoài và trong nước . đồ_ăn cũng tàm_tạm,2
"dịch_vụ chậm , ồn_ào và bẩn_thỉu",0
"nhân_viên quá tệ , có cái mã đưa cũng không chịu nhập cho khách thế mấy người tạo ra mã làm mẹ gì không bao_giờ qua lần 2",0
nó không khác gì hàn_quốc,2
nó khác với những gì bạn đang hỏi .,2
"quán đông nhân_viên không thanh_toán thẻ , dịch_vụ không hài_lòng .",2
"tôi có_thể nói gì , bánh_mì kẹp thịt tươi và như mọi_khi coke vẫn mới_mẻ . ac lạnh và bạn nhận được nước sốt không giới_hạn . yum",1
"trong mcdonalds , họ cho tóc ăn .",0
giá ổn dịch_vụ nhanh chất_lượng không_gian không được sạch_sẽ . cần cải_thiện,0
tôi gọi đê đăt bánh gần 10 cuộc goi nhưng không ai băt may . cung_cách phục_vụ xem thương khach hang quá_sức .,0
được rồi,2
"lần đầu_tiên đặt qua grab ở cửa_hàng này , thất_vọng tràn_trề . giao thiếu hẳn 2 hambuger và 2 nước_ngọt . liên_hệ lại quán bảo đợi 1 chút mà đợi đúng 1 tiếng rưỡi , đợi hết cả giờ ăn trưa . lúc gọi khiếu_nại thì không gọi được luôn . đúng lúc đó có 1 anh grab khác mang đồ thiếu tới gọi cho mình thì giao nhầm địa_chỉ . nhà 4a thì nhân_viên bên cửa_hàng đặt grab là nhà 44 , mình nhận đồ_ăn còn combo nghe cả anh grab càu_nhàu đến cửa_hàng phải đợi 20p rồi lại còn đặt sai địa_chỉ . mà trên phố đi đường 1 chiều chứ , quay lại đâu phải dễ . mình thì nhận đồ_ăn cũng không còn thời_gian ăn , chỉ muốn ném vào mặt nhân_viên bên đó cho nó bớt ngáo . ức_chế không tả nổi .",0
"nhìn_chung , ngoại_trừ quá đông_đúc và lộn_xộn vào thời_điểm cao_điểm",1
nhà_vệ_sinh rất bẩn và có mùi trong 8 năm qua . đây là mcdonald đầu_tiên ở việt_nam và người_quản_lý đang làm gì làm cho khách_hàng ăn mcdonald bên cạnh nhà_vệ_sinh có mùi,0
vô quán ắn với uống coffee mà ngồi từ lúc ăn đến lúc về chả thấy nhân_viên dọn bàn . bà ghế luôn trong tình_trạng nhết nhác . hôm_nay 185 tôi lại ra nơi quen_thuộc và mọi thứ xung_quanh tôi lại toàn là rác và rác . hơn 30 phút rồi mà mọi thứ vẫn không có sự thay_đổi,0
capitalism giá rẻ,1
tuyệt,2
"tôi đã làm kem matcha trong máy tự thứ_tự chỉ cần oreo kem zoom tôi phải đi ăn một lần nữa vì tôi tự hỏi hương_vị hamburger trên tầng hai của cửa_hàng , mùi nước lau nước ...",2
đồ_ăn ra nhanh phục_vụ được nhưng nhân_viên vệ_sinh chửi khách,2
tạm,2
"nhân_viên ngoan , không_gian sạch_sẽ , yên_tĩnh , gần trung_tâm khu đi bộ rất thuận_tiện cho việc đi dạo phố cuối tuần .",1
bình_thường burger không ngon mấy,2
chỗ ngoài mát mẽ rất chill đặc_biệt là buổi tối muộn,2
"cụ_thể là ngày 187 13h15 mình đi ăn 1 mình nên có ghé vào , bill mình có 2 miếng gà cay không xương và chỉ được đưa 1 miếng lúc mình ngồi vào bàn mình mới phát_hiện và hỏi lại nhân_viên , nhân_viên chỉ cầm lấy_rồi vào bếp hỏi hỏi gì đó . đợi khoảng 10 p thì nv chạy ra đưa mình thêm 1 miếng nữa và không có 1 lời xin_lỗi nào d , ngoảnh mặt vào trong luôn chứ không thèm nhìn tới mình đó h mình đi ăn mcdonalds nhiều rồi nhưng đây là lần đầu ăn_ở chi_nhánh này , tệ bạn đó hình_như đeo mắt_kính , hơi mập .",0
"đồ_ăn cũng đc , không_gian và người bán hàng mình không thích lắm",2
coi_thường tài_xế công_nghệ,0
khâu phục_vụ chưa thật tốt,2
dịch_vụ tốt . bạn có_thể tìm một món ăn nhanh cho bữa đêm không biết ăn gì,2
yum như mọi_khi . theo_dõi chúng_tôi trên facebook drew và karl trong một chuyến đi,1
"tầng thứ hai luôn ẩm và không_khí xấu và mùi kỳ_lạ . do vị_trí , nó luôn_luôn đông_đúc . khách_hàng không tự vứt rác , vì_vậy họ không hiệu_quả , họ cần nhân_viên để dọn rác từ khách_hàng trước mặt họ để ngồi xuống . việc đặt_hàng và đón được tự_động_hoá nên nó trơn_tru . các nhân_viên làm_việc chăm_chỉ .",2
"có báo với nhân_viên là trên lầu rất nóng , nhân_viên nghe rồi dửng_dưng bỏ đi . trong khi bên ngoài mưa còn mát hơn trong nhà .",0
"quán mát_mẻ rộng_rãi , trưa ngày t6 vắng khách . ngồi 5p có 3 người bán hàng dong đến bán chả mực , vé_số . bánh_canh càng cúm có 1 cái càng bẻ sẵn 2 3 viên chả , 1 miếng đậu_hũ . chất thịt cúm khô , came giác không tươi . nước_lèo bánh_canh như nói_chuyện lèo bún mắm cảm_quan cá_nhân mình thấy không ngon .",2
"tôi đã đặt_hàng giao hàng , nhưng cola bị thiếu",0
quán khá đông vào buổi tối .,1
"29.05.2021 , order 3352 khoảng 21h hơn , cơm còn sống , gà mặn hơn mọi ngày . chắc do tình_hình covid ảnh_hưởng đến nhà_hàng hoặc thay đầu_bếp mới",0
"đã thấy họ 3 lần đưa ra cùng một đơn đặt_hàng , cho những người_dân địa_phương đã ra_lệnh theo chúng_tôi . 30 phút thời_gian chờ_đợi là một trò_đùa cho thức_ăn nhanh . mỗi khi bạn hỏi chuyện gì đang xảy ra . chờ 5 phút . câu nói đùa",0
với,1
điều_hoà hơi nóng,0
địa_phương_hoá nhưng đủ tốt cho khách du_lịch với dị_ứng thực_phẩm hà_nội địa_phương .,2
"phục_vụ nhanh , không_gian rộng_rãi , sạch_sẽ , ưng nhất_là chỗ để xe ô_tô khá thoải_mái :mặt cười đầy mồ hôi:",1
nhìn view khá đẹp mà chưa có dịp ăn nên chưa biết chất_lượng ra sao,2
fastfood .,2
"tôi đã làm kem matcha trong máy tự thứ_tự chỉ cần oreo kem zoom tôi phải đi ăn một lần nữa vì tôi tự hỏi hương_vị hamburger trên tầng hai của cửa_hàng , mùi nước lau nước ...",2
tại_sao mcdonald lại bị ung_thư đến vậy,1
đồ_ăn hợp_khẩu vị không_gian thoáng mát,1
rất cơ_bản .,1
"có một_số nước sốt mcnuggets , vì_vậy bạn có_thể tự mang nó đến và ăn nó . mcdonalds , không khác gì ở đây macwing là ㅂㄹ",2
"bây_giờ là 24 giờ , vì_vậy thật tốt khi ăn vào lúc bình_minh",1
như mong_đợi .,1
"rất nóng khi lên lầu chúng_tôi có 2 con_nhỏ và ngồi 2 khu_vực khác nhau đều rất nóng . chi_trả 1 bữa ăn_ở đây kg ít tiền , nhưng nhận lại sự oi_bức như quán lề_đường thì phải xem_lại",0
"hôm_nay tôi đến dùng tại mcdonad chú bảo_vệ mập mập ngồi với mấy a tài_xế ol . chú nói_chuyện rất mất lịch_sự , tục tiểu_cần xem_xét lại hình_ảnh bảo_vệ tại đây .",0
fastfood .,2
không còn cho_phép đỗ xe bên ngoài cơ_sở . tất_cả các bãi đậu xe khác chỉ trả tiền và nhiều hơn một khối đi bộ từ vị_trí . sẽ không đến đây gần như nữa . nhưng đó có_lẽ là một điều tốt .,0
quán ngon,1
"dịch_vụ tốt , thức_ăn ngon",1
hambuger tuyet voi,1
"rộng_rãi , đông khách",1
quản_lý,2
ngon vua nhieu dinh duong nhan vien phuc vu chua nhirt tinh,1
đủ tốt,1
"tôi làm tài_xế công_nghệ , lần đầu_tiên ghé đây mua đồ giao cho khách . khi đến_nơi do không biết về khu_vực để xe . nên đi theo hướng_dẫn vào nơi để gửi xe , vừa tới khu_vực giữ xe , mình hỏi anh giữ xe là để xe ở đây phải không ạ anh chỉ tay về phía trước quán và nói có thấy đồng_nghiệp đậu không nghe xong mình thấy không vui ngay . dù_sao mình cũng phải được xem như một khách_hàng chứ . đã hướng_dẫn thì phải cho rõ để khách còn biết . giống kiểu có thái_độ riêng_biệt với tài_xế công_nghệ . tôi chỉ là người mua hộ cho khách chứ đâu phải vào để xin_xỏ gì đâu mà đối_xử vậy . nếu tôi là khách_hàng chắc_chắn sẽ quay xe đi luôn rồi . mong rằng quản_lý chấn_chỉnh điều này để có dịch_vụ tốt nhất trong khâu phục_vụ .",2
"không hợp_khẩu vị , đông vl",2
đồ_ăn không quá ngon so với giá,2
thái_độ nhân_viên không tốt khinh_thường khách_hàng nói_chuyện thiếu tôn_trọng với khách_hàng,0
"vị_trí đắc_địa nên quá đông , món ăn cũng tương_tự kfc , lotte",0
"thức_ăn không ngon , được cái mặt_tiền",0
"tôi không phải là fan hâm_mộ lớn của burger hay sandwich bcz chúng_tôi có nhiều món ăn việt_nam ngon xin_lỗi .... và thực_tế , tôi không thích ăn đồ_ăn vặt . nhưng tôi muốn đến đây để ăn kem icre . tôi cũng thích không_gian nhà_hàng . đó là những bức tường rất nhiều màu_sắc và được trang_trí tốt . họ cũng xem_xét sự sạch_sẽ quá . tôi nhận thấy rằng bcz nhân_viên thường quét sàn và làm sạch các bàn . sau 10 giờ tối , họ sẽ đóng tầng 2 để làm sạch . tuy_nhiên , giống như các nhà_hàng thức_ăn nhanh khác , mùi từ nhà_bếp chắc_chắn có trên vải của bạn . một lần khi tôi đến đây với người bạn pháp của tôi , anh ấy đã thử burger và nói rằng nó không tốt như ở pháp . tất_nhiên , đúng .",1
"nhà_hàng rộng rải nhiều món gà ngon , và cafe ngon , bãi xe rộng rải",2
vị_trí thuận_tiện,1
công_việc tốt tuyệt_vời em 3,1
"nhân_viên đào_tạo không chuyên_nghiệp bán hàng toàn giao thiếu đồ_ăn , còn thua mấy cửa tiệm tỉnh_lẻ . chắc không biết đếm số .",0
các nhân_viên hướng_dẫn bạn trước ki_ốt rất tử_tế ha se young,1
giá cao,2
"uh , tôi nghĩ rằng tôi nên ra khỏi trụ_sở . nó không tốt cho vệ_sinh , nhưng nó thực_sự đáng để đi nếu bạn nghĩ về mcdonald .",2
nhanh gọn,1
địa_phương_hoá nhưng đủ tốt cho khách du_lịch với dị_ứng thực_phẩm hà_nội địa_phương .,2
"rất bẩn và có mùi trong nhà_vệ_sinh , bãi đậu xe để mua_sắm không có mưa",0
không thấy sự khác_biệt,2
thấy cũng ít khách,2
"nhà_hàng mở_cửa từ rất sớm , khu_vực này rất rộng_rãi có_thể đậu xe thoải_mái",1
"giống đồ kfc mà , vị đậm_đà hơn chút , giá mắc hơn và nhân_viên khinh_khỉnh hơn , nói_chung không quay lại",1
"rõ_ràng những người này không_thể hiểu được khái_niệm đổ đầy một gói khoai_tây chiên , thay vào đó họ cung_cấp cho bạn một gói trống một_nửa . một hoặc hai lần có_thể là một sai_lầm , nhưng họ làm điều đó mọi lúc",0
ok sạch_sẽ . cũng bình_thường .,2
"nhân_viên không nhiệt_tình , đã dăn không lấy sketchup nhưng vẫn lấy , phản_ánh lại thì nhân_viên dửng_dưng . keo_kiệt khi chỉ đưa 1 chén nhưa đưng gia_vị . thức_ăn mắc nhưng không ngon",0
mc donalds dừng lại,1
"khi đặt_hàng ở đây , hãy chuẩn_bị cho thực_tế là bạn sẽ không chờ_đợi nhân_viên giúp_đỡ , bởi_vì người việt_nam sử_dụng một nhân_viên duy_nhất làm người phục_vụ , buộc anh ta phải hoàn_toàn đặt_hàng tại điểm tự đặt_hàng và chỉ cho anh ta thấy một ngón tay để nhấn . đây là đáy . tại_sao nhân_viên ở đây không coi_trọng quá nhiều và không làm công_việc của họ một câu hỏi khác . thực_tế là nếu bạn cần giúp_đỡ , nhân_viên sẽ bận_rộn với một_số điều vô_nghĩa",0
nhân_viên thái_độ không tốt phân_biệt đối_xử,0
"quán đông nhân_viên không thanh_toán thẻ , dịch_vụ không hài_lòng .",2
khâu phục_vụ chưa thật tốt,2
"bánh_mì kẹp thịt lợn khá đẹp , nhưng nó không đi kèm với thiết_lập .",2
thuận_tiện đi_lại . cafe ngon .,1
bàn không sạch_sẽ .,0
chưa ăn nhưng thấy cũng không đẹp,2
nhân_viên tồi,0
"hamburger ngon . phục_vụ nhanh , chuyên_nghiệp",1
nhanh_chóng và ngon_miệng,1
"gà và khoai chiên không giòn , có hiện_tượng ngấm dầu",2
cũng được,1
toilet ở đây thật kinh_khủng,0
chúng_tôi đã gọi xúc_xích và muffin trứng chỉ nhận được xúc_xích bánh_quế lạnh không có nước sốt mua bằng cốm không có đường mua với cà_phê . nhân_viên chùng,0
"mc . donalds ở đây bẩn nhất trong tất_cả nhà_hàng thức_ăn nhanh mà tôi từng_trải nghiệm rác và vết đồ_ăn lăn_lóc trên bàn sau khi khách ăn xong nhân_viên dọn rất chậm hoặc không dọn . ngay từ đầu bước vào tôi đã thấy rất nhiều bàn không được dọn , sau khi gọi món cho tới khi ăn xong nó vẫn nằm trên bàn không biết là nhà_hàng này nhân_viên dọn hay khách tự dọn nhà_vệ_sinh thì nặc mùi khai như kiểu wc trường tiểu_học năm 20 không biết món ăn_ở đây có đảm_bảo vệ_sinh không nữa bài đánh_giá này được viết sau khi tôi ăn xong và tải lên khi vẫn ngồi tại mc donalds dakao không hiểu sao nhà_hàng này vẫn được tổng reviews trên 4 sao khuyên các bạn thích ăn mc donalds nên qua các chi_nhánh khác",0
phải đi lên tầng 2 để tìm một chỗ ngồi . chúng_tôi chỉ ở lại chỗ ngồi vỉa_hè vì tôi không thích đi lên cầu_thang,2
lái_xe qua là thuận_tiện .,1
thức_ăn giá_cả phải_chăng cho mọi người,1
"rất là bực_mình về chuyện gửi xe tại đây , phải có bill mới được giữ xe free , mình với bạn đi 2 xe nhưng ăn cùng 1 bill thì bị người giữ xe hỏi xét_nét , giọng trên trời quá , không_lẽ ăn 2 người phải 2 bill hay xét camera đi cùng nhau à muốn phân_biệt khách gửi xe vô ăn hay gửi xe nhờ thì làm_sao coi cho được thì làm . khác hẳn mc donald quang trung , nhân_viên giữ xe tử_tế , dẫn cả xe cho khách và luôn niềm_nở . khong bao_giờ quay trở_lại mc donald này 1 lần nào nữa",0
việt_nam rất tốt mcdonalds,1
địa_điểm hút khách nước_ngoài và trong nước . đồ_ăn cũng tàm_tạm,2
bình_thường,2
nhân_viên tốt và thân_thiện,1
mcdonalds duy_nhất ở hà_nội .,2
"rất bẩn và có mùi trong nhà_vệ_sinh , bãi đậu xe để mua_sắm không có mưa",0
rất chậm và trên lầu rất bẩn,2
thái_độ phục_vụ kém,0
không có gì ăn_chay ngoại_trừ khoai_tây chiên và nước_ngọt,0
quá nau,0
"dịch_vụ rất kém . không có sự hỗ_trợ từ nhân_viên . sau khi đấu_tranh với các máy đặt_hàng , họ chỉ đến và yêu_cầu tôi tham_gia hàng đợi mà không có bất_kỳ sự hỗ_trợ trước nào . và tôi đã phải đợi tổng_cộng 1 giờ cho thức_ăn của mình .",0
"mát_mẻ , đồ_ăn nhanh .",1
"có quá nhiều người vào buổi tối . kiosk mất nhiều thời_gian để xem nó có quen_thuộc không . có rất nhiều khách_hàng đến_nỗi nhân_viên không_thể dọn_dẹp bàn . ngoài_ra còn thiếu nước sốt , nhưng không nạp lại . hamburger chỉ là một mac lớn , nhưng patty dường_như đã bật lò_vi_sóng và kích_thước bánh_mì kẹp thịt hơi nhỏ . nhưng nó rẻ hơn một_chút so với hàn_quốc .",2
thoai mai,1
chúng_tôi đã gọi xúc_xích và muffin trứng chỉ nhận được xúc_xích bánh_quế lạnh không có nước sốt mua bằng cốm không có đường mua với cà_phê . nhân_viên chùng,0
"phục_vụ chuyên_nghiệp , lượng khách đông khủng_khiếp vào mỗi dịp cuối tuần",1
sach se thoang mat,0
"đồ_ăn được , vị_trí đẹp , mặc_dù có máy để gọi đồ cho nhanh nhưng lúc thanh_toán bằng thẻ lại bị lỗi",2
thức_ăn ngon nhưng dịch_vụ chậm khi đông_đúc,1
"thật_sự mà nói là quán phục_vụ rất tệ và trải_nghiệm quá là ấm_ức . nhân_viên thì xem khách không ra gì , hỏi a ơi dụng_cụ ăn_uống đâu ạ , thì a đầu_tiên là ngó lơ và coi như hông biết gì , và mình tiếp_tục hỏi a thứ 2 thì a_bảo kìa bên kìa kìa , trong khi đó tụi mình hông thấy nên mới hỏi lại . và cuối_cùng là tụi mình ăn nhưng hông có dụng_cụ ăn nois trắng ăn bóc đó ạ . nếu_như hai a nhân_viên đó mà đi ra ngoài ăn và gặp tình_huống như_vậy thì sẽ thấy thế_nào ạ . hông lẻ nói là miếng ăn là miếng nhục chứ ạ . bữa ăn tồi_tệ nhất mà tụi mình từng_trải nghiệm .",0
toàn bọn tây ba_lô,1
mcdonalds . vị_trí,2
vệ_sinh khu_vực xung_quanh không tốt,2
siêu,1
"chậm và khó hiểu đôi_khi gà ở đây là siêu tốt , nhưng nó không đáng tin_cậy hoặc nhất_quán . tôi từ_bỏ việc ăn_ở đây .",0
,1
"đó là một mcdonalds , vậy tôi có_thể nói gì . tôi từ hoa_kỳ nên nó không có gì thực_sự đặc_biệt đối_với tôi . nhưng thật tuyệt khi có được một chiếc burger và khoai_tây chiên của mcdonald rất xa nhà . tất_nhiên các nhân_viên thân_thiện và chu_đáo như mọi_khi ở việt_nam . nhưng thời_gian chờ_đợi dài một_chút , họ dường_như rất đông_đúc vào tất_cả các giờ trong ngày và đêm .",1
"ngon , vị_trí đẹp",1
view ổn đồ_ăn ngon .,1
"tôi đến ăn sáng , và tầng hai đã đóng_cửa . lần đầu_tiên đến khai_mạc , nhưng lần thứ hai lúc 830",2
tránh xa mcdonalds tệ nhất mà tôi đã từng có . đã cho tôi ngộ_độc thực_phẩm kinh_tởm,0
"lúc ăn dư mang về , nhân_viên không cho tương mang về mà bán 2k 2 bịch tương , xin hủ đựng mayonnaise thì bảo là hủ hạn_chế , lấy thì bán 5k một hủ , vcl kinh_doanh dữ vậy lun , nhà_hàng phục_vụ ăn_uống đấy ạ , thêm mụ quản_lí nữa , 5k một hủ á chị vậy chẳng khác_nào đi ăn cơm tấm , xin thêm bịch nước_mắm bán 5k một bịch , ở vn không có quán cơm tấm nào như_vậy hết",0
"nó chỉ là một mcdonald thông_thường , nhưng có một thực_đơn như chibab . nên đi dạo với đền ngokseon trong khi ăn khi bạn mệt_mỏi vì thức_ăn .",1
gọi ly coca size s . mà rất dở coca để lâu . o có 1 tí bọt ga . expresso thì nóng . éo có đá . cùi bắp chết đi được . ngon cái chỗ đâu xe_hơi . không_gian đẹp,0
dịch_vụ khách_hàng không tốt do quá đông khách . nhưng đồ_ăn thì không đặc_sắc .,1
"mỗi lần vào ăn có hoá_đơn thanh_toán mang ra cho bảo_vệ thì ngta vẫn thu tiền tôi cần ban quản_lý sử lý vấn_đề này . tôi không phải người keo_kiệt nhưng cách xin tiền đểu của bảo_vệ ở đây tôi thật_sự không thích , mỗi cửa_hàng khi mở ra sẽ có chỗ để xe cho khách_hàng chúng_tôi để chứ không phải để chúng_tôi vào ăn còn mất tiền thuê chỗ để xe như_vậy",0
sẽ quay lại trong thời_gian gần nhất có_thể .,1
mới đi test món mới thấy không đặc_sắc quán về chất_lượng đồ_ăn thì ok nhưng thái_độ phục_vụ thì chắc do thiếu nhân_lực nên hơi loạn dù có 2 máy order nhưng vẫn xếp_hàng rất dài ngoài_ra thì view đẹp nhưng không_gian ăn bị 1 cô ăn_xin làm rối nhiều vì xin đồ_ăn mc nên có an_ninh tốt hơn,2
"không_gian đẹp , dịch_vụ hoàn_hảo .",1
phải đi lên tầng 2 để tìm một chỗ ngồi . chúng_tôi chỉ ở lại chỗ ngồi vỉa_hè vì tôi không thích đi lên cầu_thang,2
"máy đặt_hàng và nhà_vệ_sinh có sẵn nó đông_đúc trong giờ ăn trưa và dành thời_gian để phục_vụ chỉ có một_số bộ giá_trị ở việt_nam không có sẵn riêng_lẻ , vì_vậy vui_lòng kiểm_tra chúng .",1
phải đi lên tầng 2 để tìm một chỗ ngồi . chúng_tôi chỉ ở lại chỗ ngồi vỉa_hè vì tôi không thích đi lên cầu_thang,2
yêu nó,1
đó là một mcdonald . không có nhiều điều để nói về nó . họ đã có một loạt các loại nước sốt được cung_cấp tốt và chỗ ngồi có rất nhiều . nó nằm ở một nơi khá đẹp . có một_chút khu_vực nhỏ khi bạn đang chờ thức_ăn của mình được chuẩn_bị nhưng bạn không đợi lâu nên nó không phải là một lo_lắng lớn . tôi ngạc_nhiên nếu có ai đọc điều này vì đó thực_sự là một đánh_giá về mcdonald .,1
"thấy có cả thức uống và đồ_ăn nhanh , cũng rộng_rãi phết . tuyệt , view khá đẹp .",1
"đẳng_cấp view nhìn toàn_cảnh , phục_vụ tốt , sạch_sẽ , thịch hợp với nhóm",1
quá tuyệt_vời .,1
nơi tuyệt_vời,2
"đã ăn_ở cả kfc , lote và mc . ở mc cũng không thấy có gì đặc_sắc hơn . ở đây việc chọn miếng gà khá khó , được cái vị_trí đẹp",1
họ không có sữa lắc hoặc frappe shino,0
khu_vực bên ngoài rất hôi mùi thuốc_lá ... đầu_lọc xả đầy khu_vực bảo_vệ ngồi ...,2
chất_lượng wifi quá tệ,0
"vị_trí tốt , dịch_vụ nhanh_chóng .",1
ăn đao bụng 10 lần như 1 . mà thèm nên vẫn ráng ăn,2
đông quá,0
một_số thực_đơn là khác nhau . có một_số gạo,2
"nằm ngay trung_tâm thành_phố , sát hồ hoàn_kiếm . nhân_viên phục_vụ tốt",1
"nó chỉ có_thể được trả bằng tiền_mặt , nhưng thẻ được thanh_toán .",1
"ổn , style nước_ngoài , freedom",1
kem tốt :kem tươi:,1
đông_đúc và không được làm sạch mặc_dù lớn nhưng vẫn cần một_số quản_lý,2
"đó là một nơi điên_rồ . so với số_lượng khách , phòng tắm quá chật_chội .",2
uống cà_phê việt_nam ở mcdonald,1
quá bận_rộn,2
giống như bất_kỳ mcdonald nào nhưng thậm_chí không nghĩ đến việc có được một chỗ ngồi trong những ngày cuối tuần . nó là gói,1
"khu này đồ_ăn ngon , mỗi_tội có cái cống hôi ăn mất ngon .",2
"burger không_thể so_sánh với burger king . con gà quá mặn , không_thể so_sánh với kfc hoặc lotteri ...",0
nhân_viên tỏ thái_độ không tốt với ae giao hàng,0
qua te,0
"không tuyệt_vời , rất đắt tiền và không có món ăn khu_vực .",0
ăn_ở đây bị ỉa_chảy ạ,0
"uh , tôi nghĩ rằng tôi nên ra khỏi trụ_sở . nó không tốt cho vệ_sinh , nhưng nó thực_sự đáng để đi nếu bạn nghĩ về mcdonald .",2
"dich vu tôt , thưc ăn ngon va view đẹp",1
