Review,Sentiment,tokenized_text,emoji to text,emoji to text + stopwords
"gây sốc nhất tôi đã đặt một chiếc burger gà, có một mẫu cắn, không còn nữa. giá không biện minh cho burger, tôi trả lại món ăn và yêu cầu trả lại tiền của tôi. sau một cuộc cãi vã, tôi đã nhận được tiền của mình và lấy đi. chỉ đơn giản là trong một sự ô nhục",0,"gây sốc nhất tôi đã đặt một chiếc burger gà , có một mẫu cắn , không còn nữa . giá không biện_minh cho burger , tôi trả lại món ăn và yêu_cầu trả lại tiền của tôi . sau một cuộc cãi_vã , tôi đã nhận được tiền của mình và lấy đi . chỉ đơn_giản là trong một sự ô_nhục","gây sốc nhất tôi đã đặt một chiếc burger gà , có một mẫu cắn , không còn nữa . giá không biện_minh cho burger , tôi trả lại món ăn và yêu_cầu trả lại tiền của tôi . sau một cuộc cãi_vã , tôi đã nhận được tiền của mình và lấy đi . chỉ đơn_giản là trong một sự ô_nhục",sốc burger gà mẫu cắn giá biện_minh burger món yêu_cầu tiền cãi_vã tiền đơn_giản ô_nhục
không còn cho phép đỗ xe bên ngoài cơ sở. tất cả các bãi đậu xe khác chỉ trả tiền và nhiều hơn một khối đi bộ từ vị trí. sẽ không đến đây gần như nữa. nhưng đó có lẽ là một điều tốt.,0,không còn cho_phép đỗ xe bên ngoài cơ_sở . tất_cả các bãi đậu xe khác chỉ trả tiền và nhiều hơn một khối đi bộ từ vị_trí . sẽ không đến đây gần như nữa . nhưng đó có_lẽ là một điều tốt .,không còn cho_phép đỗ xe bên ngoài cơ_sở . tất_cả các bãi đậu xe khác chỉ trả tiền và nhiều hơn một khối đi bộ từ vị_trí . sẽ không đến đây gần như nữa . nhưng đó có_lẽ là một điều tốt .,cho_phép đỗ xe cơ_sở tất_cả bãi đậu xe tiền khối vị_trí có_lẽ
"quán làm đơn cho xế rất lâu. gọi tổng đài , tổng đài bảo đợi đồ mang ra. đợi 1520p chưa thấy đâu. phải 1 xế trông xe 1 xế vào lấy. nói chung là tệ",0,"quán làm đơn cho xế rất lâu . gọi tổng_đài , tổng_đài bảo đợi đồ mang ra . đợi 1520p chưa thấy đâu . phải 1 xế trông xe 1 xế vào lấy . nói_chung là tệ","quán làm đơn cho xế rất lâu . gọi tổng_đài , tổng_đài bảo đợi đồ mang ra . đợi 1520p chưa thấy đâu . phải 1 xế trông xe 1 xế vào lấy . nói_chung là tệ",quán đơn xế gọi tổng_đài tổng_đài bảo đợi đồ đợi 1520p 1 xế trông xe 1 xế nói_chung tệ
"đã đặt ở quán rất nhiều lần nhưng lần này cực kì bực mình. đơn giao thiếu đồ, gọi quán để xem lại thì không ai nghe máy, báo cáo đơn hàng trên app cũng không thấy phản hồi",0,"đã đặt ở quán rất nhiều lần nhưng lần này cực_kì bực_mình . đơn giao thiếu đồ , gọi quán để xem_lại thì không ai nghe máy , báo_cáo đơn hàng trên app cũng không thấy phản_hồi","đã đặt ở quán rất nhiều lần nhưng lần này cực_kì bực_mình . đơn giao thiếu đồ , gọi quán để xem_lại thì không ai nghe máy , báo_cáo đơn hàng trên app cũng không thấy phản_hồi",quán cực_kì bực_mình đơn giao đồ gọi quán xem_lại máy báo_cáo đơn hàng app phản_hồi
fast food mà làm đồ ăn cả tiếng. sao không để dành đó mà ăn đi bán chi nữa,0,fast food mà làm đồ_ăn cả tiếng . sao không để_dành đó mà ăn đi bán chi nữa,fast food mà làm đồ_ăn cả tiếng . sao không để_dành đó mà ăn đi bán chi nữa,fast food đồ_ăn tiếng để_dành chi
"cụ thể là ngày 187 13h15 mình đi ăn 1 mình nên có ghé vào, bill mình có 2 miếng gà cay không xương và chỉ được đưa 1 miếng lúc mình ngồi vào bàn mình mới phát hiện và hỏi lại nhân viên, nhân viên chỉ cầm lấy rồi vào bếp hỏi hỏi gì đó. đợi khoảng 10 p thì nv chạy ra đưa mình thêm 1 miếng nữa và không có 1 lời xin lỗi nào d , ngoảnh mặt vào trong luôn chứ không thèm nhìn tới mình đó h mình đi ăn mcdonalds nhiều rồi nhưng đây là lần đầu ăn ở chi nhánh này, tệ bạn đó hình như đeo mắt kính, hơi mập.",0,"cụ_thể là ngày 187 13h15 mình đi ăn 1 mình nên có ghé vào , bill mình có 2 miếng gà cay không xương và chỉ được đưa 1 miếng lúc mình ngồi vào bàn mình mới phát_hiện và hỏi lại nhân_viên , nhân_viên chỉ cầm lấy_rồi vào bếp hỏi hỏi gì đó . đợi khoảng 10 p thì nv chạy ra đưa mình thêm 1 miếng nữa và không có 1 lời xin_lỗi nào d , ngoảnh mặt vào trong luôn chứ không thèm nhìn tới mình đó h mình đi ăn mcdonalds nhiều rồi nhưng đây là lần đầu ăn_ở chi_nhánh này , tệ bạn đó hình_như đeo mắt_kính , hơi mập .","cụ_thể là ngày 187 13h15 mình đi ăn 1 mình nên có ghé vào , bill mình có 2 miếng gà cay không xương và chỉ được đưa 1 miếng lúc mình ngồi vào bàn mình mới phát_hiện và hỏi lại nhân_viên , nhân_viên chỉ cầm lấy_rồi vào bếp hỏi hỏi gì đó . đợi khoảng 10 p thì nv chạy ra đưa mình thêm 1 miếng nữa và không có 1 lời xin_lỗi nào d , ngoảnh mặt vào trong luôn chứ không thèm nhìn tới mình đó h mình đi ăn mcdonalds nhiều rồi nhưng đây là lần đầu ăn_ở chi_nhánh này , tệ bạn đó hình_như đeo mắt_kính , hơi mập .",cụ_thể 187 13h15 1 ghé bill 2 miếng gà cay xương 1 miếng bàn phát_hiện nhân_viên nhân_viên cầm lấy_rồi bếp đợi 10 p nv chạy 1 miếng 1 xin_lỗi d ngoảnh mặt thèm h mcdonalds ăn_ở chi_nhánh tệ hình_như đeo mắt_kính hơi mập
không có vòi xịt,0,không có vòi xịt,không có vòi xịt,vòi xịt
đi toilet vô cái toilet gọi là kinh tởm chứ không phải kinh khủng nữa. nó dơ nó khaii ra tới khu vực ngồi ăn gần đó. rửa tay trong toilet của cửa hàng lớn mà tưởng đi nvs bỏ hoang. doanh thu biết bao nhiêu mà không thuê nổi 1 lao công. nửa năm nay lần nào đến mà quên mang giấy ướt là y như rằng,0,đi toilet vô cái toilet gọi là kinh_tởm chứ không phải kinh_khủng nữa . nó dơ nó khaii ra tới khu_vực ngồi ăn gần đó . rửa tay_trong toilet của cửa_hàng lớn mà tưởng đi nvs bỏ_hoang . doanh_thu biết_bao_nhiêu mà không thuê nổi 1 lao_công . nửa năm nay lần nào đến mà quên mang giấy ướt là y_như_rằng,đi toilet vô cái toilet gọi là kinh_tởm chứ không phải kinh_khủng nữa . nó dơ nó khaii ra tới khu_vực ngồi ăn gần đó . rửa tay_trong toilet của cửa_hàng lớn mà tưởng đi nvs bỏ_hoang . doanh_thu biết_bao_nhiêu mà không thuê nổi 1 lao_công . nửa năm nay lần nào đến mà quên mang giấy ướt là y_như_rằng,toilet vô toilet gọi kinh_tởm kinh_khủng dơ khaii khu_vực rửa tay_trong toilet cửa_hàng tưởng nvs bỏ_hoang doanh_thu biết_bao_nhiêu thuê nổi 1 lao_công nửa quên giấy ướt y_như_rằng
nhưng ấn tượng bởi dịch vụ,0,nhưng ấn_tượng bởi dịch_vụ,nhưng ấn_tượng bởi dịch_vụ,ấn_tượng dịch_vụ
không biết nói gì nữa,0,không biết nói gì nữa,không biết nói gì nữa,
đắt vãi,0,đắt vãi,đắt vãi,đắt vãi
đã không đáp ứng mong đợi của tôi đối với một mcdonalds bình thường. bánh mì đã nhai và bánh burger rất lộn xộn. dịch vụ rất nhanh và tốt nhưng các bàn đã dính và không được làm sạch tốt. không phải là một chiếc burger mcdonalds thích hợp,0,đã không đáp_ứng mong_đợi của tôi đối_với một mcdonalds bình_thường . bánh_mì đã nhai và bánh burger rất lộn_xộn . dịch_vụ rất nhanh và tốt nhưng các bàn đã dính và không được làm sạch tốt . không phải là một chiếc burger mcdonalds thích_hợp,đã không đáp_ứng mong_đợi của tôi đối_với một mcdonalds bình_thường . bánh_mì đã nhai và bánh burger rất lộn_xộn . dịch_vụ rất nhanh và tốt nhưng các bàn đã dính và không được làm sạch tốt . không phải là một chiếc burger mcdonalds thích_hợp,đáp_ứng mong_đợi đối_với mcdonalds bình_thường bánh_mì nhai bánh burger lộn_xộn dịch_vụ bàn dính sạch burger mcdonalds thích_hợp
"vì vậy, chậm cho một mcdonalds.",0,"vì_vậy , chậm cho một mcdonalds .","vì_vậy , chậm cho một mcdonalds .",vì_vậy chậm mcdonalds
"vị trí tốt, thức ăn ngon...nv thiếu nhiệt tình",0,"vị_trí tốt , thức_ăn ngon...nv thiếu nhiệt_tình","vị_trí tốt , thức_ăn ngon...nv thiếu nhiệt_tình",vị_trí thức_ăn ngon...nv nhiệt_tình
"khoai mặn, nv cho muối 2 lần, biết mà vẫn đem ra bán cho khách",0,"khoai mặn , nv cho muối 2 lần , biết mà vẫn đem ra bán cho khách","khoai mặn , nv cho muối 2 lần , biết mà vẫn đem ra bán cho khách",khoai mặn nv muối 2 đem
"nhân viên giữ xe nói chuyện mất dạy, vòi tiền khách hàng",0,"nhân_viên giữ xe nói_chuyện mất_dạy , vòi tiền khách_hàng","nhân_viên giữ xe nói_chuyện mất_dạy , vòi tiền khách_hàng",nhân_viên xe nói_chuyện mất_dạy vòi tiền khách_hàng
ném ra rác ngay tại một vị khách. anh ấy bốc mùi rất nhiều thúc đẩy sự thèm ăn,0,ném ra rác ngay tại một vị khách . anh ấy bốc mùi rất nhiều thúc_đẩy sự thèm ăn,ném ra rác ngay tại một vị khách . anh ấy bốc mùi rất nhiều thúc_đẩy sự thèm ăn,ném rác vị bốc mùi thúc_đẩy thèm
gọi gà không cay ship gà cay,0,gọi gà không cay ship gà cay,gọi gà không cay ship gà cay,gọi gà cay ship gà cay
vô quán ắn với uống coffee mà ngồi từ lúc ăn đến lúc về chả thấy nhân viên dọn bàn. bà ghế luôn trong tình trạng nhết nhác. hôm nay 185 tôi lại ra nơi quen thuộc và mọi thứ xung quanh tôi lại toàn là rác và rác. hơn 30 phút rồi mà mọi thứ vẫn không có sự thay đổi,0,vô quán ắn với uống coffee mà ngồi từ lúc ăn đến lúc về chả thấy nhân_viên dọn bàn . bà ghế luôn trong tình_trạng nhết nhác . hôm_nay 185 tôi lại ra nơi quen_thuộc và mọi thứ xung_quanh tôi lại toàn là rác và rác . hơn 30 phút rồi mà mọi thứ vẫn không có sự thay_đổi,vô quán ắn với uống coffee mà ngồi từ lúc ăn đến lúc về chả thấy nhân_viên dọn bàn . bà ghế luôn trong tình_trạng nhết nhác . hôm_nay 185 tôi lại ra nơi quen_thuộc và mọi thứ xung_quanh tôi lại toàn là rác và rác . hơn 30 phút rồi mà mọi thứ vẫn không có sự thay_đổi,vô quán ắn uống coffee chả nhân_viên dọn bàn ghế tình_trạng nhết nhác hôm_nay 185 quen_thuộc xung_quanh toàn rác rác 30 phút thay_đổi
mua burger combo for 3 nhận về toàn gà. lừa đảo thiệt,0,mua burger combo for 3 nhận về toàn gà . lừa_đảo thiệt,mua burger combo for 3 nhận về toàn gà . lừa_đảo thiệt,mua burger combo for 3 toàn gà lừa_đảo thiệt
"khinh thường shipper,có thái độ không tôn trọng khi thấy shipper vào lấy đơn",0,"khinh_thường shipper , có thái_độ không tôn_trọng khi thấy shipper vào lấy đơn","khinh_thường shipper , có thái_độ không tôn_trọng khi thấy shipper vào lấy đơn",khinh_thường shipper thái_độ tôn_trọng shipper đơn
các máy làm rối tung bất kỳ tùy chỉnh bạn thực hiện. điều này đã xảy ra nhiều lần vì vậy tôi đã rời khỏi đây vì quá nhiều thời gian và công sức.,0,các máy làm rối_tung bất_kỳ tuỳ chỉnh bạn thực_hiện . điều này đã xảy ra nhiều lần vì_vậy tôi đã rời khỏi đây vì quá nhiều thời_gian và công_sức .,các máy làm rối_tung bất_kỳ tuỳ chỉnh bạn thực_hiện . điều này đã xảy ra nhiều lần vì_vậy tôi đã rời khỏi đây vì quá nhiều thời_gian và công_sức .,máy rối_tung bất_kỳ tuỳ chỉnh thực_hiện xảy vì_vậy rời thời_gian công_sức
không có bánh mì kẹp thịt ăn chay và nhà hàng bị bẩn. thùng rác đã kết thúc.,0,không có bánh_mì kẹp thịt ăn_chay và nhà_hàng bị bẩn . thùng rác đã kết_thúc .,không có bánh_mì kẹp thịt ăn_chay và nhà_hàng bị bẩn . thùng rác đã kết_thúc .,bánh_mì kẹp thịt ăn_chay nhà_hàng bẩn thùng rác kết_thúc
"một hộp cơm làm hơn 20 phút, làm xót bill quên món cơm chủ yếu làm ga",0,"một hộp cơm làm hơn 20 phút , làm xót bill quên món cơm chủ_yếu làm ga","một hộp cơm làm hơn 20 phút , làm xót bill quên món cơm chủ_yếu làm ga",hộp cơm 20 phút xót bill quên món cơm chủ_yếu ga
phòng vệ sinh không hoạt động.,0,phòng_vệ sinh không hoạt_động .,phòng_vệ sinh không hoạt_động .,phòng_vệ sinh hoạt_động
"nhiều lần việc giao hàng khá muộn, nhiều như một giờ. chỉ tối nay, ứng dụng cho biết thức ăn của tôi đã được giao nhưng không có. bây giờ tôi sẽ đợi một giờ nữa để lấy thức ăn",0,"nhiều lần việc giao hàng khá muộn , nhiều như một giờ . chỉ tối nay , ứng_dụng cho biết thức_ăn của tôi đã được giao nhưng không có . bây_giờ tôi sẽ đợi một giờ nữa để lấy thức_ăn","nhiều lần việc giao hàng khá muộn , nhiều như một giờ . chỉ tối nay , ứng_dụng cho biết thức_ăn của tôi đã được giao nhưng không có . bây_giờ tôi sẽ đợi một giờ nữa để lấy thức_ăn",giao hàng muộn tối ứng_dụng thức_ăn giao bây_giờ đợi thức_ăn
bàn không sạch sẽ.,0,bàn không sạch_sẽ .,bàn không sạch_sẽ .,bàn sạch_sẽ
nhân viên phục vụ tệ. chương trình tặng ly coca khi mua 2 phần ăn có khoai và nước không được nhân viên giới thiệu. khi khách mang phiếu tính tiền đến đổi ly coca thì nhân viên tỏ vẻ khó chịu. cho khách đợi 10p mà không phản hồi. sau 10p đưa ly cũng không thân thiện hơn. nhân viên quản lý kém thân thiện hơn người quét dọn.,0,nhân_viên phục_vụ tệ . chương_trình tặng ly coca khi mua 2 phần ăn có khoai và nước không được nhân_viên giới_thiệu . khi khách mang phiếu tính tiền đến đổi ly coca thì nhân_viên tỏ_vẻ khó_chịu . cho khách đợi 10p mà không phản_hồi . sau 10p đưa ly cũng không thân_thiện hơn . nhân_viên quản_lý kém thân_thiện hơn người quét_dọn .,nhân_viên phục_vụ tệ . chương_trình tặng ly coca khi mua 2 phần ăn có khoai và nước không được nhân_viên giới_thiệu . khi khách mang phiếu tính tiền đến đổi ly coca thì nhân_viên tỏ_vẻ khó_chịu . cho khách đợi 10p mà không phản_hồi . sau 10p đưa ly cũng không thân_thiện hơn . nhân_viên quản_lý kém thân_thiện hơn người quét_dọn .,nhân_viên phục_vụ tệ chương_trình tặng ly coca mua 2 khoai nhân_viên giới_thiệu phiếu tiền đổi ly coca nhân_viên tỏ_vẻ khó_chịu đợi 10p phản_hồi 10p ly thân_thiện nhân_viên quản_lý kém thân_thiện quét_dọn
"29.05.2021, order 3352 khoảng 21h hơn, cơm còn sống, gà mặn hơn mọi ngày. chắc do tình hình covid ảnh hưởng đến nhà hàng hoặc thay đầu bếp mới",0,"29.05.2021 , order 3352 khoảng 21h hơn , cơm còn sống , gà mặn hơn mọi ngày . chắc do tình_hình covid ảnh_hưởng đến nhà_hàng hoặc thay đầu_bếp mới","29.05.2021 , order 3352 khoảng 21h hơn , cơm còn sống , gà mặn hơn mọi ngày . chắc do tình_hình covid ảnh_hưởng đến nhà_hàng hoặc thay đầu_bếp mới",29.05.2021 order 3352 21h cơm sống gà mặn tình_hình covid ảnh_hưởng nhà_hàng thay đầu_bếp
quá tệ,0,quá tệ,quá tệ,tệ
chán,0,chán,chán,chán
thái độ nhân viên siêu tệ. tin được không cửa hàng đồ ăn không có dao to để cắt đôi hộ khách cái burger,0,thái_độ nhân_viên siêu tệ . tin được không cửa_hàng đồ_ăn không có dao to để cắt đôi hộ khách cái burger,thái_độ nhân_viên siêu tệ . tin được không cửa_hàng đồ_ăn không có dao to để cắt đôi hộ khách cái burger,thái_độ nhân_viên siêu tệ cửa_hàng đồ_ăn dao to cắt đôi hộ burger
"ngày 2.4 mình có đến đây dùng bữa, khi vừa bưng đồ ăn lên lầu, mình có để đồ ăn xuống, không hiểu lí do gì, do mình khác người hay mình làm gì sai, có 1 bạn nhân viên, cứ đi qua đi lại liếc liếc nhìn mình, 3 4 lần như vậy, làm cảm giác nhưng mình đến ăn làm bạn đó khó chịu vậy, theo mình nhớ bạn nhân viên này nhuộm tóc màu tím hay xanh tím gì đó. mong là lần sau đừng có liếc khách hàng.",0,"ngày 2.4 mình có đến đây dùng_bữa , khi vừa bưng đồ_ăn lên lầu , mình có để đồ_ăn xuống , không hiểu lí_do gì , do mình khác người hay mình làm gì sai , có 1 bạn nhân_viên , cứ đi_qua_đi_lại liếc liếc nhìn mình , 3 4 lần như_vậy , làm cảm_giác nhưng mình đến ăn_làm bạn đó khó_chịu vậy , theo mình nhớ bạn nhân_viên này nhuộm tóc màu tím hay xanh tím gì đó . mong là lần sau đừng có liếc khách_hàng .","ngày 2.4 mình có đến đây dùng_bữa , khi vừa bưng đồ_ăn lên lầu , mình có để đồ_ăn xuống , không hiểu lí_do gì , do mình khác người hay mình làm gì sai , có 1 bạn nhân_viên , cứ đi_qua_đi_lại liếc liếc nhìn mình , 3 4 lần như_vậy , làm cảm_giác nhưng mình đến ăn_làm bạn đó khó_chịu vậy , theo mình nhớ bạn nhân_viên này nhuộm tóc màu tím hay xanh tím gì đó . mong là lần sau đừng có liếc khách_hàng .",2.4 dùng_bữa bưng đồ_ăn lầu đồ_ăn lí_do sai 1 nhân_viên đi_qua_đi_lại liếc liếc 3 4 như_vậy ăn_làm khó_chịu nhân_viên nhuộm tóc màu tím xanh tím mong đừng liếc khách_hàng
"không có nhiều khách hàng, nhưng nó đã xuất hiện rất muộn",0,"không có nhiều khách_hàng , nhưng nó đã xuất_hiện rất muộn","không có nhiều khách_hàng , nhưng nó đã xuất_hiện rất muộn",khách_hàng xuất_hiện muộn
"đông vào cuối tuần, nhân viên tư vấn vị cay cho cả trẻ em, đồ ăn cay và mặn, order lâu, máy hay lỗi",0,"đông vào cuối tuần , nhân_viên tư_vấn vị cay cho cả trẻ_em , đồ_ăn cay và mặn , order lâu , máy hay lỗi","đông vào cuối tuần , nhân_viên tư_vấn vị cay cho cả trẻ_em , đồ_ăn cay và mặn , order lâu , máy hay lỗi",đông nhân_viên tư_vấn vị cay trẻ_em đồ_ăn cay mặn order máy lỗi
bạn muts trả 40.0 vnd cho 2 gói sốt cà chua và bắt đầu. không được chào đón.,0,bạn muts trả 40.0 vnd cho 2 gói sốt cà_chua và bắt_đầu . không được chào_đón .,bạn muts trả 40.0 vnd cho 2 gói sốt cà_chua và bắt_đầu . không được chào_đón .,muts 40.0 vnd 2 gói sốt cà_chua bắt_đầu chào_đón
thái độ phục vụ của nhân viên quá tệ,0,thái_độ phục_vụ của nhân_viên quá tệ,thái_độ phục_vụ của nhân_viên quá tệ,thái_độ phục_vụ nhân_viên tệ
nhân viên tồi,0,nhân_viên tồi,nhân_viên tồi,nhân_viên tồi
"đã ở đây nhiều lần khi tôi sống trong khoảng cách đi bộ. khoai tây chiên được phục vụ bất cứ lúc nào trong ngày, đều khập khiễng, như thể họ đã chiên nó vào ngày hôm trước và được vi sóng trước khi phục vụ. dịch vụ là không thể. giao tiếp với nhân viên về đơn đặt hàng đồ uống của tôi với barista đã nhiều lần bị loại bỏ do không đủ sức mạnh não thay mặt cho các quý ông trẻ.",0,"đã ở đây nhiều lần khi tôi sống trong khoảng_cách đi bộ . khoai_tây chiên được phục_vụ bất_cứ lúc_nào trong ngày , đều khập_khiễng , như_thể họ đã chiên nó vào ngày hôm trước và được vi_sóng trước khi phục_vụ . dịch_vụ là không_thể . giao_tiếp với nhân_viên về đơn đặt_hàng đồ uống của tôi với barista đã nhiều lần bị loại_bỏ do không đủ sức_mạnh não thay_mặt cho các quý ông_trẻ .","đã ở đây nhiều lần khi tôi sống trong khoảng_cách đi bộ . khoai_tây chiên được phục_vụ bất_cứ lúc_nào trong ngày , đều khập_khiễng , như_thể họ đã chiên nó vào ngày hôm trước và được vi_sóng trước khi phục_vụ . dịch_vụ là không_thể . giao_tiếp với nhân_viên về đơn đặt_hàng đồ uống của tôi với barista đã nhiều lần bị loại_bỏ do không đủ sức_mạnh não thay_mặt cho các quý ông_trẻ .",sống khoảng_cách khoai_tây chiên phục_vụ bất_cứ lúc_nào khập_khiễng như_thể chiên hôm vi_sóng phục_vụ dịch_vụ không_thể giao_tiếp nhân_viên đơn đặt_hàng đồ uống barista loại_bỏ sức_mạnh não thay_mặt quý ông_trẻ
để khách chờ đợi lâu,0,để khách chờ_đợi lâu,để khách chờ_đợi lâu,chờ_đợi
"tôi tự hỏi tại sao họ lại cho phép ném những bữa tiệc trẻ em cực kỳ ồn ào ngay giữa hàng trăm người vừa đến ăn nhẹ các bức tường trong phòng sinh nhật phải cách âm và mức độ nhiễu phải được kiểm duyệt bởi các quy tắc của cafe tôi đến để ăn nhanh, và tôi chỉ ở lại vì tôi đã chạy muộn, nếu tôi có thời gian tôi sẽ rời đi ngay lập tức đó là siêu lớn và không thoải mái. bạn có quyền điều chỉnh nó, don lồng thoát khỏi các khách hàng khác bằng cách để trẻ em làm những gì chúng muốn. đặc biệt là xem xét vị trí của bạn, vì vậy nhiều người nước ngoài sẽ rời đi sau khi nghe tiếng ồn đó và sẽ chọn bất kỳ nơi yên tĩnh nào khác.",0,"tôi tự hỏi tại_sao họ lại cho_phép ném những bữa tiệc trẻ_em cực_kỳ ồn_ào ngay giữa hàng trăm người vừa đến ăn nhẹ các bức tường trong phòng sinh_nhật phải cách_âm và mức_độ nhiễu phải được kiểm_duyệt bởi các quy_tắc của cafe tôi đến để ăn nhanh , và tôi chỉ ở lại vì tôi đã chạy muộn , nếu tôi có thời_gian tôi sẽ rời đi ngay_lập_tức đó là siêu lớn và không thoải_mái . bạn có quyền điều_chỉnh nó , don lồng thoát khỏi các khách_hàng khác bằng cách để trẻ_em làm những gì chúng muốn . đặc_biệt là xem_xét vị_trí của bạn , vì_vậy nhiều người nước_ngoài sẽ rời đi sau khi nghe tiếng ồn đó và sẽ chọn bất_kỳ nơi yên_tĩnh nào khác .","tôi tự hỏi tại_sao họ lại cho_phép ném những bữa tiệc trẻ_em cực_kỳ ồn_ào ngay giữa hàng trăm người vừa đến ăn nhẹ các bức tường trong phòng sinh_nhật phải cách_âm và mức_độ nhiễu phải được kiểm_duyệt bởi các quy_tắc của cafe tôi đến để ăn nhanh , và tôi chỉ ở lại vì tôi đã chạy muộn , nếu tôi có thời_gian tôi sẽ rời đi ngay_lập_tức đó là siêu lớn và không thoải_mái . bạn có quyền điều_chỉnh nó , don lồng thoát khỏi các khách_hàng khác bằng cách để trẻ_em làm những gì chúng muốn . đặc_biệt là xem_xét vị_trí của bạn , vì_vậy nhiều người nước_ngoài sẽ rời đi sau khi nghe tiếng ồn đó và sẽ chọn bất_kỳ nơi yên_tĩnh nào khác .",tại_sao cho_phép ném tiệc trẻ_em cực_kỳ ồn_ào hàng trăm nhẹ tường phòng sinh_nhật cách_âm mức_độ nhiễu kiểm_duyệt quy_tắc cafe chạy muộn thời_gian rời ngay_lập_tức siêu thoải_mái quyền điều_chỉnh don lồng thoát khách_hàng trẻ_em đặc_biệt xem_xét vị_trí vì_vậy nước_ngoài rời tiếng ồn bất_kỳ yên_tĩnh
không phải những gì bạn gọi là hiệu quả ... không phải là tiêu chuẩn của nhượng quyền thương mại. mọi thứ đều hỗn loạn và nó mất mãi mãi,0,không phải những gì bạn gọi là hiệu_quả ... không phải là tiêu_chuẩn của nhượng quyền thương_mại . mọi thứ đều hỗn_loạn và nó mất mãi_mãi,không phải những gì bạn gọi là hiệu_quả ... không phải là tiêu_chuẩn của nhượng quyền thương_mại . mọi thứ đều hỗn_loạn và nó mất mãi_mãi,gọi hiệu_quả ... tiêu_chuẩn nhượng quyền thương_mại hỗn_loạn mãi_mãi
cũng có thể chỉ phục vụ nó trong một kích thước nhỏ mặc dù chúng tôi trả tiền cho lớn và yêu cầu lớn. bạn đang phân phối khoai tây xảy ra mọi lúc. đặt hàng lớn và chúng luôn lấp đầy nó ít hơn một nửa.,0,cũng có_thể chỉ phục_vụ nó trong một kích_thước nhỏ mặc_dù chúng_tôi trả tiền cho lớn và yêu_cầu lớn . bạn đang phân_phối khoai_tây xảy ra mọi lúc . đặt_hàng lớn và chúng luôn lấp đầy nó ít hơn một_nửa .,cũng có_thể chỉ phục_vụ nó trong một kích_thước nhỏ mặc_dù chúng_tôi trả tiền cho lớn và yêu_cầu lớn . bạn đang phân_phối khoai_tây xảy ra mọi lúc . đặt_hàng lớn và chúng luôn lấp đầy nó ít hơn một_nửa .,có_thể phục_vụ kích_thước mặc_dù chúng_tôi tiền yêu_cầu phân_phối khoai_tây xảy đặt_hàng lấp một_nửa
nóng nực không thoải mái.,0,nóng_nực không thoải_mái .,nóng_nực không thoải_mái .,nóng_nực thoải_mái
"mình đi ăn ở đây cũng mấy lần rồi ,hôm nay đi ăn mình có mặc đồ hơi bần một xíu, lúc ra về mình có lỡ đá trúng cái bảng cấm do đang nch với chị đi cùng mình, mấy bạn nhân viên thấy mà không có ai lại hỏi han gì hết, mấy bạn đứng đơ ra luôn, mình cũng đơ luôn 5s rồi tự nhặt lên đưa lại bạn nv, bill mình ăn cũng không có bao nhiêu hết mà thái độ quá tệ, sẽ không có lần nào mình đi ăn tại mc donalds nữa, thái độ nhân viên quá tệ",0,"mình đi ăn_ở đây cũng mấy lần rồi , hôm_nay đi ăn mình có mặc đồ hơi bần một xíu , lúc ra về mình có lỡ đá trúng cái bảng cấm do đang nch với chị đi cùng mình , mấy bạn nhân_viên thấy mà không có ai_lại hỏi_han gì hết , mấy bạn đứng đơ ra luôn , mình cũng đơ luôn 5s rồi tự nhặt lên đưa lại bạn nv , bill mình ăn cũng không có bao_nhiêu hết mà thái_độ quá tệ , sẽ không có lần nào mình đi ăn tại mc donalds nữa , thái_độ nhân_viên quá tệ","mình đi ăn_ở đây cũng mấy lần rồi , hôm_nay đi ăn mình có mặc đồ hơi bần một xíu , lúc ra về mình có lỡ đá trúng cái bảng cấm do đang nch với chị đi cùng mình , mấy bạn nhân_viên thấy mà không có ai_lại hỏi_han gì hết , mấy bạn đứng đơ ra luôn , mình cũng đơ luôn 5s rồi tự nhặt lên đưa lại bạn nv , bill mình ăn cũng không có bao_nhiêu hết mà thái_độ quá tệ , sẽ không có lần nào mình đi ăn tại mc donalds nữa , thái_độ nhân_viên quá tệ",ăn_ở mấy hôm_nay mặc đồ hơi bần xíu lỡ đá trúng bảng cấm nch mấy nhân_viên ai_lại hỏi_han mấy đứng đơ đơ 5s nhặt nv bill bao_nhiêu thái_độ tệ mc donalds thái_độ nhân_viên tệ
"hôm nay tôi đến dùng tại mcdonad chú bảo vệ mập mập ngồi với mấy a tài xế ol. chú nói chuyện rất mất lịch sự, tục tiểu cần xem xét lại hình ảnh bảo vệ tại đây.",0,"hôm_nay tôi đến dùng tại mcdonad chú bảo_vệ mập mập ngồi với mấy a tài_xế ol . chú nói_chuyện rất mất lịch_sự , tục tiểu_cần xem_xét lại hình_ảnh bảo_vệ tại đây .","hôm_nay tôi đến dùng tại mcdonad chú bảo_vệ mập mập ngồi với mấy a tài_xế ol . chú nói_chuyện rất mất lịch_sự , tục tiểu_cần xem_xét lại hình_ảnh bảo_vệ tại đây .",hôm_nay mcdonad bảo_vệ mập mập mấy a tài_xế ol nói_chuyện lịch_sự tục tiểu_cần xem_xét hình_ảnh bảo_vệ
